FIPS,"Berries, Other",Berry Totals,Blackberries,Blueberries,Boysenberries,Cranberries,Currants,Loganberries,Raspberries,Strawberries
24043,0.0,26.0,4.0,12.0,0.0,0.0,0.0,0.0,20.0,14.0
24045,1.0,21.0,3.0,11.0,0.0,0.0,0.0,0.0,5.0,15.0
24047,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
25001,5.0,82.0,1.0,17.0,0.0,52.0,0.0,0.0,12.0,19.0
25003,0.0,49.0,7.0,36.0,0.0,0.0,0.0,0.0,18.0,8.0
25005,2.0,94.0,7.0,33.0,0.0,43.0,2.0,0.0,16.0,20.0
25007,0.0,12.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,3.0
25009,0.0,52.0,6.0,31.0,0.0,0.0,1.0,0.0,16.0,29.0
25011,4.0,100.0,13.0,82.0,0.0,0.0,8.0,0.0,38.0,38.0
25013,1.0,49.0,6.0,36.0,0.0,3.0,0.0,0.0,21.0,28.0
25015,6.0,88.0,15.0,41.0,0.0,0.0,2.0,0.0,26.0,35.0
25017,0.0,93.0,5.0,38.0,0.0,3.0,0.0,0.0,38.0,43.0
25019,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
25021,0.0,17.0,3.0,11.0,0.0,4.0,0.0,0.0,3.0,4.0
25023,0.0,360.0,10.0,43.0,0.0,304.0,0.0,0.0,11.0,28.0
25027,0.0,138.0,19.0,111.0,0.0,4.0,3.0,0.0,61.0,29.0
26001,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
26003,0.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0
26005,3.0,82.0,9.0,66.0,0.0,0.0,2.0,0.0,9.0,8.0
26007,0.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0
26009,3.0,24.0,6.0,4.0,0.0,1.0,0.0,0.0,12.0,9.0
26011,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
26015,0.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0,5.0,6.0
26017,1.0,12.0,3.0,4.0,0.0,0.0,1.0,0.0,7.0,6.0
26019,1.0,5.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0
26021,2.0,114.0,23.0,70.0,0.0,1.0,1.0,0.0,49.0,39.0
26023,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0
26025,0.0,13.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,11.0
26027,0.0,17.0,2.0,10.0,0.0,0.0,0.0,0.0,6.0,4.0
26029,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0
26031,0.0,15.0,2.0,3.0,0.0,2.0,0.0,0.0,7.0,5.0
26033,0.0,9.0,2.0,5.0,0.0,0.0,2.0,0.0,6.0,4.0
26035,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0
26037,0.0,18.0,3.0,9.0,0.0,3.0,3.0,0.0,7.0,10.0
26041,1.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,2.0
26043,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0
26045,0.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
26047,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
26049,0.0,16.0,3.0,5.0,0.0,0.0,0.0,0.0,5.0,8.0
26051,0.0,10.0,1.0,3.0,0.0,0.0,1.0,0.0,5.0,4.0
26053,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
26055,4.0,28.0,4.0,10.0,0.0,1.0,0.0,0.0,13.0,8.0
26057,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
26059,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0
26061,0.0,24.0,4.0,15.0,0.0,0.0,3.0,0.0,5.0,12.0
26063,1.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0
26065,1.0,15.0,5.0,4.0,0.0,0.0,1.0,0.0,7.0,7.0
26067,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,2.0
26069,0.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0
26071,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
26073,1.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0
26075,1.0,19.0,6.0,7.0,0.0,0.0,0.0,0.0,10.0,3.0
26077,2.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,9.0,5.0
26079,3.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0
26081,1.0,34.0,6.0,12.0,0.0,0.0,1.0,0.0,19.0,15.0
26085,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
26087,0.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,5.0
26089,2.0,26.0,4.0,11.0,0.0,1.0,3.0,0.0,14.0,9.0
26091,1.0,19.0,5.0,3.0,0.0,0.0,2.0,0.0,7.0,10.0
26093,0.0,20.0,2.0,3.0,0.0,0.0,0.0,0.0,15.0,6.0
26095,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
26097,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
26099,0.0,11.0,2.0,6.0,0.0,1.0,0.0,0.0,7.0,8.0
26101,2.0,22.0,1.0,13.0,0.0,0.0,0.0,0.0,6.0,7.0
26103,0.0,14.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,6.0
26105,0.0,17.0,2.0,4.0,0.0,0.0,2.0,0.0,4.0,7.0
26107,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0
26109,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
26111,0.0,13.0,1.0,5.0,0.0,0.0,0.0,0.0,9.0,2.0
26113,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
26115,0.0,19.0,10.0,2.0,0.0,0.0,0.0,0.0,7.0,9.0
26117,0.0,17.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,13.0
26121,0.0,35.0,0.0,31.0,0.0,0.0,0.0,0.0,5.0,9.0
26123,0.0,12.0,4.0,7.0,0.0,0.0,0.0,0.0,3.0,4.0
26125,2.0,11.0,3.0,4.0,0.0,0.0,2.0,0.0,8.0,5.0
26127,3.0,17.0,3.0,9.0,0.0,0.0,3.0,0.0,8.0,1.0
26129,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
26131,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
26133,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0
26135,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
26137,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
26139,0.0,113.0,6.0,96.0,0.0,1.0,1.0,0.0,10.0,11.0
26141,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0
26145,0.0,25.0,5.0,13.0,0.0,0.0,0.0,0.0,7.0,12.0
26147,1.0,10.0,4.0,2.0,0.0,2.0,0.0,0.0,3.0,6.0
26149,1.0,16.0,4.0,6.0,0.0,0.0,1.0,0.0,5.0,9.0
26151,1.0,10.0,4.0,4.0,0.0,1.0,1.0,0.0,6.0,2.0
26153,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
26155,1.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0
26157,0.0,15.0,2.0,5.0,0.0,0.0,0.0,0.0,6.0,5.0
26159,1.0,236.0,17.0,212.0,0.0,5.0,1.0,0.0,15.0,18.0
26161,2.0,38.0,8.0,5.0,0.0,2.0,4.0,0.0,25.0,11.0
26163,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0
26165,2.0,13.0,3.0,4.0,0.0,0.0,2.0,0.0,11.0,4.0
27001,0.0,14.0,0.0,3.0,0.0,1.0,3.0,0.0,6.0,5.0
27003,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0
27005,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0
27007,0.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,4.0
27009,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0
27013,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
27017,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
27019,0.0,9.0,1.0,2.0,0.0,2.0,0.0,0.0,5.0,9.0
27021,0.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,4.0
27023,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
27025,0.0,17.0,1.0,9.0,0.0,0.0,1.0,0.0,12.0,8.0
27027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27029,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
27033,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
27035,3.0,15.0,0.0,4.0,0.0,0.0,1.0,0.0,9.0,8.0
27037,1.0,17.0,0.0,5.0,0.0,0.0,1.0,0.0,8.0,9.0
27039,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
27041,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
27043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27045,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0
27047,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
27049,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
27053,4.0,18.0,4.0,6.0,0.0,0.0,3.0,0.0,10.0,6.0
27055,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
27057,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,8.0
27059,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0
27061,0.0,12.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,3.0
27063,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
27065,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
27067,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
27071,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0
27073,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
27075,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
27077,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27079,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
27085,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0
27089,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
27093,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0
27095,0.0,17.0,3.0,11.0,0.0,0.0,2.0,0.0,12.0,7.0
27097,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
27101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27103,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27105,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27107,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
27109,3.0,23.0,4.0,3.0,0.0,0.0,2.0,0.0,14.0,12.0
27111,7.0,21.0,0.0,1.0,0.0,0.0,4.0,0.0,14.0,14.0
27113,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
27115,1.0,10.0,1.0,4.0,0.0,2.0,1.0,0.0,6.0,6.0
27117,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27119,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27121,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
27123,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0
27127,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
27129,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
27131,2.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0
27133,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0
27135,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27137,0.0,28.0,2.0,9.0,0.0,3.0,3.0,0.0,20.0,7.0
27139,0.0,13.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,6.0
27141,0.0,10.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0
27143,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
27145,3.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,11.0
27147,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
27149,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
27151,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27153,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0
27157,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0
27159,0.0,11.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,5.0
27161,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
27163,4.0,28.0,4.0,13.0,0.0,0.0,3.0,0.0,21.0,12.0
27167,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27169,2.0,17.0,3.0,5.0,0.0,0.0,2.0,0.0,14.0,7.0
27171,0.0,13.0,3.0,2.0,0.0,1.0,0.0,0.0,10.0,6.0
28001,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
28003,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28005,2.0,20.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
28007,0.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
28009,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
28017,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28021,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
28023,0.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
28029,0.0,7.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
28031,0.0,15.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
28033,0.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
28035,0.0,8.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
28037,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
28039,0.0,14.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
28041,0.0,13.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0
28043,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
28045,0.0,9.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
28047,0.0,20.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0
28049,0.0,18.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
28057,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
28059,0.0,21.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
28061,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
28063,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
28065,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
28067,0.0,12.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
28069,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
28071,0.0,9.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0
28073,0.0,23.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
28075,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
28077,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
28079,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28081,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
28083,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28085,0.0,14.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0
28087,2.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
28089,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
28091,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
28093,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
28095,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
28097,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
28099,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
28101,0.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
28103,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28105,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
28107,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
28109,0.0,43.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
28111,0.0,13.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
28113,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
28115,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
28117,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
28121,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
28123,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
28127,0.0,11.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0
28129,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
28131,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
28133,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28135,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
28137,0.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
28139,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
28141,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
28145,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28147,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
28149,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
28151,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28153,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
28155,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28157,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
28159,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
28161,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29001,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
29003,0.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
29007,3.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0
29009,0.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0
29011,0.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0
29013,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29015,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
29017,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
29019,9.0,26.0,10.0,4.0,0.0,0.0,0.0,0.0,6.0,7.0
29021,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29023,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
29025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29027,0.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0
29029,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
29031,0.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
29033,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29035,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
29037,2.0,16.0,11.0,7.0,0.0,0.0,0.0,2.0,2.0,8.0
29039,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29041,0.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
29043,0.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
29045,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
29047,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
29049,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29051,0.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29053,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
29055,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29057,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29059,3.0,26.0,3.0,7.0,0.0,0.0,0.0,0.0,4.0,15.0
29061,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
29063,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0
29065,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29067,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
29069,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
29071,0.0,11.0,4.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0
29073,3.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0
29075,1.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0
29077,0.0,18.0,8.0,8.0,0.0,0.0,0.0,0.0,7.0,6.0
29079,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
29081,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
29083,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
29085,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29091,0.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0
29095,4.0,12.0,11.0,8.0,0.0,0.0,0.0,0.0,4.0,3.0
29097,0.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
29099,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29101,1.0,21.0,12.0,6.0,0.0,0.0,0.0,0.0,3.0,13.0
29103,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29105,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29107,2.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
29109,3.0,22.0,7.0,8.0,0.0,0.0,0.0,0.0,6.0,6.0
29111,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29113,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
29115,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
29117,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
29119,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
29121,1.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29123,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
29125,0.0,12.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
29127,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
29129,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
29131,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
29135,2.0,16.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0
29137,1.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,5.0,6.0
29139,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
29141,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
29145,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
29149,0.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
29151,1.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
29153,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0
29157,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
29159,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29161,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
29163,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
29165,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
29167,2.0,11.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,7.0
29169,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29173,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29175,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
29177,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
29179,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29181,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29183,0.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0
29185,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
29186,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29187,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29189,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
29195,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
